count151,count152,count153,elev,route,forest,surveys
12,13,11,750,5,99,3
0,0,0,2050,5.7,0,2
0,0,2,1350,6,62,3
3,1,NA,1850,5.5,5,2
0,0,0,450,5,3,3
5,5,7,850,6.1,20,3
12,8,10,650,6.1,36,3
2,2,1,650,5.4,19,3
1,1,1,1750,4.1,35,3
5,3,2,1550,8.4,78,3
1,1,5,850,3.7,87,3
4,5,3,1750,4.2,80,3
10,11,7,1250,5.8,51,3
0,1,NA,1850,1.4,0,2
3,3,5,950,4.7,21,3
1,1,1,550,6.1,11,3
5,4,3,450,4.7,29,3
7,6,3,450,4,55,3
2,1,1,450,7.2,54,3
0,0,0,2350,3.4,0,2
2,2,NA,1850,6.9,32,2
3,4,4,1350,4.5,32,3
0,0,0,450,5.3,3,3
4,1,4,1150,4.3,82,3
1,1,1,850,4.6,58,3
3,3,3,1950,4.4,36,3
5,4,8,1650,5,86,3
12,10,5,1250,4.6,75,3
3,3,4,350,5.8,23,3
0,0,0,2050,3.4,15,2
NA,NA,NA,1850,3.8,0,2
0,0,0,2250,5.2,0,2
3,2,3,750,5,59,3
5,5,6,1950,5.5,58,3
3,1,2,950,6.2,71,3
10,4,11,1650,6.4,43,3
0,0,0,2150,1.2,0,2
10,6,8,850,6.7,69,3
5,4,3,450,4.6,6,3
6,6,9,550,5.1,67,3
0,1,1,250,5.3,13,3
2,3,2,950,5.1,72,3
0,0,0,350,5,42,3
1,0,0,550,5.3,72,3
6,1,7,1350,3.7,79,3
4,4,5,250,5.5,47,3
3,2,2,2050,4.2,26,3
11,15,12,1150,6,56,3
0,0,0,1450,5.4,20,3
0,0,0,2050,3.2,0,2
0,1,NA,1950,5.4,18,2
0,2,3,1650,5,33,3
7,5,2,1550,3.3,21,3
5,6,8,1350,4,39,3
11,8,3,1150,5.3,69,3
4,7,12,850,6,42,3
5,2,4,650,5.5,19,3
32,37,38,550,5.8,98,3
5,3,1,1450,3.5,52,3
6,3,5,1350,3.8,90,3
2,2,0,1250,3.9,10,3
6,2,3,850,4.1,50,3
4,7,6,550,5.3,54,3
5,4,4,450,5.1,9,3
14,3,9,1250,5,51,3
0,0,0,2050,4.3,0,2
9,9,4,750,5.2,35,3
13,2,6,1850,3.8,57,3
0,0,0,1950,5.5,2,2
8,12,11,950,4.9,42,3
1,3,4,550,5.8,18,3
2,2,NA,1850,4.6,12,2
13,4,4,1650,3.4,34,3
5,6,3,1350,4.5,68,3
2,3,2,1350,4.7,63,3
11,6,7,1250,3.2,48,3
3,2,5,1850,3.5,33,3
5,3,2,1150,5,90,3
3,3,1,450,5.4,33,3
0,0,0,1950,5.2,0,2
5,6,3,1050,4,37,3
1,1,0,450,3.4,8,3
1,3,2,2050,4.7,36,3
6,4,2,1850,4.6,66,3
10,4,6,950,4.6,56,3
0,0,0,450,5.9,0,3
4,9,11,950,5,41,3
3,2,4,1050,7.7,63,3
0,0,0,1950,5.5,0,2
4,5,3,1350,4.7,35,3
1,1,3,550,7.5,14,3
0,0,0,450,5.4,1,3
12,2,0,1450,4.5,27,3
0,0,0,2250,5.3,0,2
1,0,NA,1950,4.3,6,2
0,0,0,2350,4.2,0,2
0,0,0,2050,3.9,1,2
13,6,17,1150,4.9,58,3
2,1,NA,2050,4.5,9,2
1,0,NA,2250,4.7,14,2
0,0,0,2350,4.7,2,2
0,0,0,2250,4.2,0,2
0,0,0,2150,6.3,30,3
0,0,0,2250,5.2,0,2
0,0,0,2350,2.9,0,2
4,3,6,1750,9.4,93,3
8,5,8,1850,5.5,82,3
3,2,3,1850,5.4,81,3
25,19,6,1850,4.7,82,3
0,0,0,2450,4.4,0,2
10,14,9,1850,5.6,69,3
8,14,13,1850,6.2,53,3
